"TipoEstablecimiento_id";"TipoEstablecimiento_nombre";"Establecimiento_id";"Establecimiento_idTipoEstablecimiento";"Servicio_id";"Servicio_nombre";"EstablecimientoServicio_idServicio";"EstablecimientoServicio_idEstablecimiento";"EstablecimientoServicio_porcentaje";"TipoUsuario_id";"TipoUsuario_nombre";"Usuario_id";"Usuario_idTipoUsuario";"Usuario_usuario";"Usuario_nombre";"Usuario_fechaNacimiento";"Usuario_telefono";"Usuario_correo";"Usuario_genero";"Usuario_password";"Calificacion_idEstablecimiento";"Calificacion_idServicio";"Calificacion_idUsuario";"Calificacion_punteo";"Calificacion_fecha";"Atributo_id";"Atributo_nombre";"Atributo_dimension";"Valor_id";"Valor_cantidad";"Valor_valor";"Valor_idEstablecimiento";"Valor_idAtributo";"Comentario_id";"Comentario_comentario";"Comentario_fecha";"Comentario_idUsuario";"Comentario_idEstablecimiento"
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"1";"Nombre";"0";"254";\N;"La caseta verde de agronomia";"31";"1";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"2";"Latitud";"0";"255";\N;"2";"31";"2";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"4";"Oficial";"0";"257";\N;"34";"31";"4";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"6";"Mesas";"0";"259";"0";"pequeñas";"31";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"5";"Descripcion";"0";"258";\N;"comida deliciosa";"31";"5";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"18";"Musicon";"18";"31";"75";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"18";"33";"4";"2015-10-17 10:58:06";"6";"Mesas";"0";"260";"0";"medianas";"31";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"3";"Longitud";"0";"256";\N;"3";"31";"3";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"1";"Nombre";"0";"254";\N;"La caseta verde de agronomia";"31";"1";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"2";"Latitud";"0";"255";\N;"2";"31";"2";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"4";"Oficial";"0";"257";\N;"34";"31";"4";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"6";"Mesas";"0";"259";"0";"pequeñas";"31";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"5";"Descripcion";"0";"258";\N;"comida deliciosa";"31";"5";\N;\N;\N;\N;\N
"2";"Restaurante";"31";"2";"26";"Lavar platos";"26";"31";"25";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"31";"26";"33";"4";"2015-10-17 10:58:07";"6";"Mesas";"0";"260";"0";"medianas";"31";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"25";"Color";"1";"245";"0";"Amarillo";"3";"25";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"27";"Estado";"1";"253";"0";"disponible";"3";"27";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"13";"Juegos";"0";"156";"1";"Son bien cool :D";"3";"13";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"6";"Mesas";"0";"153";"10";"Para 2 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"1";"Nombre";"0";"11";\N;"McDonald┬┤s Calle Marti";"3";"1";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"4";"Oficial";"0";"14";\N;"4";"3";"4";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"3";"Longitud";"0";"13";\N;"-90.5004215";"3";"3";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"2";"Latitud";"0";"12";\N;"14.6510822";"3";"2";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"5";"Descripcion";"0";"15";\N;"Me encanta";"3";"5";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"6";"Mesas";"0";"155";"5";"Para 13 personas";"3";"6";\N;\N;\N;\N;\N
"2";"Restaurante";"3";"2";"2";"Comida";"2";"3";"85";"3";"Final";"33";"3";"calificacion";"Jose Daniel Chavarriá";"2015-10-18";"12312332";"jose.com";"1";"00bfc8c729f5d4d529a412b12c58ddd2";"3";"2";"33";"1";"2015-10-17 10:48:38";"6";"Mesas";"0";"154";"13";"Para 8 personas";"3";"6";\N;\N;\N;\N;\N
